Let Me Hear You Scream;Ozzy Osbourne;2010;53;0.492;0.979;0.953;130.005;4
September Gurls;Big Star;1992;33;0.373;0.85;0.124;114.029;4
Bad Company;Bad Company;2010;0;0.293;0.85;0.957;113.007;4
Remedy;Seether;2005;69;0.55;0.952;0.0614;127.804;4
Bye Bye Love;The Everly Brothers;1964;61;0.547;0.523;0.103;169.598;4
Kids;MGMT;2007;78;0.451;0.931;0.361;122.961;4
I Am The Walrus - Remastered 2009;The Beatles;1967;64;0.401;0.556;0.589;85.206;4
Lazy Eye;Silversun Pickups;2006;66;0.633;0.831;0.117;127.397;4
Through Glass;Stone Sour;2006;72;0.545;0.753;0.389;105.754;4
Just Like a Woman;Bob Dylan;1966;52;0.564;0.441;0.351;115.174;4
Mountain Song;Jane's Addiction;1988;61;0.324;0.931;0.277;82.748;4
Trampled Under Foot - 1990 Remaster;Led Zeppelin;1975;56;0.55;0.835;0.0864;111.25;4
Dear Mr. Fantasy;Traffic;1967;60;0.24;0.615;0.0801;166.657;4
Tomorrow;Silverchair;1995;64;0.292;0.714;0.102;151.412;3
Pork And Beans;Weezer;2008;47;0.599;0.626;0.158;119.837;4
Rebellion (Lies);Arcade Fire;2004;65;0.401;0.933;0.318;127.193;4
Life During Wartime - 2005 Remaster;Talking Heads;1979;50;0.801;0.93;0.0558;133.255;4
Rock'n Me;Various Artists;2020;12;0.695;0.582;0.123;122.433;4
Jamie's Cryin' - 2015 Remaster;Van Halen;1978;60;0.556;0.931;0.231;128.001;4
Breakdown;Tom Petty and the Heartbreakers;1976;64;0.625;0.35;0.123;113.688;4
I've Got a Woman;Ray Charles;1957;67;0.556;0.61;0.258;199.373;4
Anna Molly;Incubus;2006;59;0.451;0.973;0.0924;151.885;4
Break Stuff;Limp Bizkit;1999;73;0.432;0.884;0.166;108.948;4
Need You Tonight;INXS;1987;68;0.795;0.63;0.0894;108.701;4
Who Do You Love;Bo Diddley;1958;44;0.64;0.729;0.111;113.19;4
Unbelievable;EMF;1991;62;0.637;0.849;0.141;104.074;4
Waterloo;ABBA;1974;60;0.441;0.926;0.235;147.564;4
Perfect Situation;Weezer;2005;54;0.47;0.806;0.2;93.853;4
Maps;Yeah Yeah Yeahs;2003;66;0.502;0.941;0.553;119.783;4
Rocket Queen;Guns N' Roses;1987;58;0.448;0.945;0.0254;111.705;4
Heart Full of Soul;The Yardbirds;2002;55;0.494;0.666;0.0469;140.832;4
I Fought the Law;The Clash;2013;63;0.525;0.9;0.14;151.274;4
My Own Prison;Creed;1997;62;0.505;0.778;0.115;140.493;4
Graceland;Paul Simon;1986;66;0.732;0.705;0.0813;117.925;4
Rehab;Amy Winehouse;2006;68;0.434;0.872;0.396;71.515;4
Carry On;Crosby, Stills, Nash & Young;1970;59;0.463;0.495;0.271;118.505;4
Creep - 2017 Remaster;Stone Temple Pilots;1992;60;0.662;0.485;0.086;107.767;4
Ruby Soho;Rancid;1995;59;0.505;0.938;0.177;161.842;4
California Girls - Remix/Remastered;The Beach Boys;1965;58;0.503;0.62;0.159;116.599;4
Plug in Baby;Muse;2001;66;0.408;0.965;0.11;136.018;4
The Chemicals Between Us - Remastered;Bush;1999;48;0.51;0.957;0.267;97.642;4
Supermassive Black Hole;Muse;2006;73;0.668;0.921;0.0877;120;4
Money (That's What I Want) - Single Version / Mono;Barrett Strong;2004;48;0.646;0.93;0.154;132.366;4
Lonely Teardrops;Jackie Wilson;2006;44;0.591;0.582;0.784;137.221;4
You're Going Down;Sick Puppies;2010;64;0.488;0.842;0.146;90.003;4
Face to the Floor;Chevelle;2011;60;0.515;0.857;0.486;92.028;4
The Rockafeller Skank;Fatboy Slim;1998;51;0.665;0.991;0.339;152.596;4
Everyday People;Various Artists;1999;63;0.813;0.619;0.113;114.58;4
Close To Me;The Cure;1985;69;0.724;0.523;0.0811;185.075;4
Mother;Danzig;1988;69;0.365;0.763;0.0865;148.366;4
The Show Must Go On - Remastered 2011;Queen;1991;56;0.306;0.686;0.112;83.402;4
Don't Worry Baby - Remastered 2001;The Beach Boys;1964;64;0.487;0.464;0.105;121.242;4
Rock and Roll, Hoochie Koo;Rick Derringer;1973;53;0.435;0.882;0.0992;199.263;4
Block Rockin' Beats;The Chemical Brothers;2008;55;0.606;0.977;0.179;109.41;4
Nookie;Limp Bizkit;1999;66;0.573;0.929;0.718;97.57;4
Already Gone - 2013 Remaster;Eagles;1974;57;0.465;0.812;0.408;146.2;4
Cheap Sunglasses;ZZ Top;2014;36;0.702;0.581;0.284;94.267;4
Do You Realize??;The Flaming Lips;2002;64;0.464;0.797;0.392;129.964;4
Someday;Nickelback;2003;70;0.455;0.858;0.226;163.118;4
West End Girls - 2001 Remaster;Pet Shop Boys;2003;35;0.648;0.947;0.105;113.255;4
Rainy Day Women #12 & 35;Bob Dylan;1966;49;0.556;0.592;0.0637;94.889;4
Prayer;Disturbed;2002;57;0.65;0.914;0.0251;99.107;4
The Letter;The Box Tops;1967;63;0.638;0.428;0.132;139.434;4
The Trooper - 2015 Remaster;Iron Maiden;1983;72;0.285;0.908;0.311;159.756;4
Cars;Gary Numan;1979;64;0.546;0.578;0.0692;128.037;4
The Long Run - 2013 Remaster;Eagles;1979;56;0.803;0.521;0.081;99.46;4
Big Yellow Taxi;Joni Mitchell;1970;70;0.611;0.47;0.581;85.527;4
Blue Suede Shoes;Elvis Presley;1956;61;0.557;0.66;0.138;95.252;4
Green-Eyed Lady;Sugarloaf;1970;50;0.564;0.523;0.0624;149.304;4
Yakety Yak;The Coasters;2005;58;0.715;0.669;0.044;120.789;4
Share the Land;The Guess Who;1970;43;0.445;0.743;0.524;80.19;4
Black Betty;Ram Jam;1990;67;0.465;0.865;0.0769;117.528;4
Devil Inside;INXS;1987;55;0.588;0.584;0.104;150.795;4
All Mixed Up;311;1995;62;0.76;0.702;0.38;92.324;4
Could You Be Loved;Bob Marley & The Wailers;1980;76;0.916;0.72;0.0958;103.312;4
Sour Times;Portishead;1994;60;0.698;0.633;0.264;94.085;4
I Ran;Various Artists;2008;56;0.525;0.858;0.166;145.492;4
Urgent;Foreigner;1981;59;0.855;0.803;0.0841;114.867;4
In Memory Of Elizabeth Reed;Allman Brothers Band;1970;47;0.376;0.755;0.057;113.857;4
Learning to Fly;Pink Floyd;1987;58;0.441;0.56;0.151;166.585;4
Lakini's Juice;Live;1997;52;0.375;0.68;0.0851;91.424;4
Still...You Turn Me On - 2014 Remastered Version;Emerson, Lake & Palmer;2016;40;0.437;0.212;0.179;120.792;4
Back on the Chain Gang - 2007 Remaster;Pretenders;1984;66;0.598;0.901;0.178;153.24;4
21 Guns;Green Day;2009;76;0.268;0.742;0.626;159.779;4
Hey Jealousy;Gin Blossoms;1992;54;0.479;0.787;0.331;152.875;4
"Take My Breath Away - Love Theme from ""Top Gun""";Various Artists;1999;71;0.497;0.719;0.411;95.769;4
Hocus Pocus;Focus;2001;54;0.262;0.818;0.276;183.629;4
Stop;Jane's Addiction;1990;56;0.433;0.752;0.59;122.901;4
Under the Milky Way;The Church;1988;62;0.578;0.583;0.125;135.986;4
Animal;Def Leppard;1987;62;0.583;0.921;0.188;119.526;4
Drive;The Cars;1984;69;0.582;0.606;0.151;111.441;5
Girls & Boys - Live At The BBC;Blur;2019;20;0.585;0.567;0.0418;124.237;4
Good Times - 2018 Remaster;CHIC;2018;54;0.869;0.503;0.187;112.664;4
Cuts Like A Knife;Bryan Adams;1983;42;0.468;0.462;0.584;95.99;4
C?Mon Everybody;Eddie Cochran;1960;57;0.627;0.7;0.188;175.33;4
What It Takes;Aerosmith;1994;52;0.528;0.729;0.421;142.875;4
Keep A Knockin';Little Richard;2008;41;0.329;0.937;0.0907;170.784;4
Armageddon It - Remastered 2017;Def Leppard;1987;53;0.65;0.921;0.134;119.8;4
Rocket 88;Elvis Presley;2018;32;0.536;0.642;0.162;77.197;4
You Sexy Thing;Hot Chocolate;1975;71;0.791;0.734;0.167;105.854;4
Going Under;Evanescence;2003;70;0.37;0.858;0.229;175.077;4
Cowboys from Hell;Pantera;1990;71;0.415;0.908;0.082;114.816;4
No Matter What - Remastered 2010;Badfinger;1970;57;0.529;0.743;0.0759;116.817;4
Hit Me With Your Best Shot;Pat Benatar;1980;69;0.741;0.58;0.212;127.402;4
Cherry Pie;Warrant;1990;66;0.472;0.946;0.352;177.489;4
Lay Me Down - The Song Recorded Live @ TGL Farms;Rome Ramirez;2020;24;0.669;0.562;0.121;80.517;4
Shimmer;Fuel;1998;56;0.48;0.792;0.169;114.605;4
Photograph;Nickelback;2005;68;0.513;0.877;0.136;145.919;4
Bigmouth Strikes Again - 2011 Remaster;The Smiths;1986;66;0.401;0.901;0.538;134.799;4
All These Things That I've Done;The Killers;2004;64;0.557;0.728;0.118;118.241;4
Such Great Heights - Remastered;The Postal Service;2003;57;0.641;0.808;0.065;174.981;4
Higher Ground;Stevie Wonder;1973;64;0.716;0.85;0.189;125.474;4
Roll On Down The Highway;Bachman-Turner Overdrive;1974;49;0.475;0.823;0.311;138.981;4
Reet Petite;Jackie Wilson;1958;59;0.664;0.66;0.298;84.345;4
Ring of Fire;Johnny Cash;1963;71;0.659;0.585;0.348;104.111;4
Pride and Joy;Stevie Ray Vaughan;1983;67;0.427;0.626;0.106;126.877;4
What I Like About You;The Romantics;1990;66;0.542;0.915;0.171;159.81;4
Up On Cripple Creek - Remastered 2000;The Band;1969;42;0.72;0.716;0.0932;144.376;4
Brown Eyed Handsome Man;Chuck Berry;1957;39;0.515;0.902;0.17;180.07;4
Left of the Dial - 2008 Remaster;The Replacements;1985;37;0.264;0.953;0.179;150.795;4
Heartbreaker;Pat Benatar;1979;60;0.466;0.588;0.0535;156.131;4
So Lonely;The Police;1978;65;0.541;0.571;0.0933;77.335;4
If You Could Only See;Tonic;1996;65;0.433;0.946;0.198;95.169;4
The Loco-Motion - Single Version;Various Artists;1963;47;0.636;0.893;0.176;129.664;4
Just Like Honey;The Jesus and Mary Chain;1985;64;0.341;0.552;0.0591;121.361;4
"Blaze Of Glory - From ""Young Guns II"" Soundtrack";Jon Bon Jovi;1990;65;0.55;0.618;0.0937;78.61;4
Doll Parts;Hole;1994;60;0.245;0.542;0.102;204.824;4
Even Better Than The Real Thing;U2;1991;50;0.505;0.759;0.168;128.63;4
Sunny Afternoon - Mono Mix;The Kinks;1966;67;0.595;0.465;0.0641;124.991;4
Give Peace A Chance - 2010 Remaster;Various Artists;2020;7;0.449;0.872;0.722;84.335;4
Drops of Jupiter (Tell Me);Train;2001;78;0.468;0.64;0.154;79.297;4
You Could Be Mine;Guns N' Roses;1991;69;0.35;0.985;0.36;151.007;4
Baby Love;The Supremes;1964;68;0.595;0.643;0.538;135.633;4
Sex Type Thing - 2017 Remaster;Stone Temple Pilots;1992;59;0.404;0.925;0.0418;134.177;4
What's Up?;4 Non Blondes;1992;79;0.565;0.564;0.114;134.355;4
Killing Me Softly with His Song;Roberta Flack;1973;73;0.477;0.381;0.0615;121.568;4
Layla (Eric Clapton - Instrumental Unplugged);Michael Marc;2010;26;0.413;0.19;0.086;204.71;4
Shapes of Things - 2015 Remaster;The Yardbirds;1964;44;0.432;0.823;0.0953;132.21;4
The Rock Show;blink-182;2001;67;0.41;0.959;0.0766;193.155;4
April Sun in Cuba;Dragon;1977;63;0.786;0.552;0.299;121.422;4
Crawling In The Dark;Hoobastank;2001;65;0.57;0.915;0.178;93.54;4
Fairytale of New York (In the Style Of 'The Pogues Featuring Kirsty Maccoll');Boggle Karaoke;2010;12;0.402;0.466;0.239;120.014;3
Duality;Slipknot;2004;77;0.354;0.982;0.204;143.772;4
Rumble;Link Wray;2019;28;0.55;0.627;0.125;84.834;4
Dead & Bloated;Various Artists;2018;53;0.563;0.808;0.0926;123.013;3
Statesboro Blues - Live at Painters Mill Music Fair - 10-17-71;Allman Brothers Band;2020;31;0.244;0.605;0.123;123.508;4
Squeeze Box;The Who;1975;47;0.627;0.882;0.0882;133.231;4
Rock and Roll Ain't Noise Pollution;AC/DC;1980;65;0.576;0.659;0.0587;94.853;4
Summer in the City - Remastered;The Lovin' Spoonful;1966;64;0.423;0.681;0.0889;110.461;4
Down By The Water - Demo;PJ Harvey;2020;31;0.772;0.381;0.0823;122.438;4
All I Want Is You;U2;1988;63;0.239;0.442;0.0738;185.723;4
The Song Remains the Same - 1990 Remaster;Led Zeppelin;1973;51;0.267;0.78;0.271;144.292;4
I Shot The Sheriff - Live At The Roxy;Bob Marley & The Wailers;2003;56;0.727;0.795;0.71;139.57;4
Can't Fight This Feeling;REO Speedwagon;1984;74;0.408;0.48;0.0877;156.344;4
Smooth Criminal;Alien Ant Farm;2001;74;0.653;0.964;0.144;126.928;4
Some Kind Of Wonderful - Remastered 1999;Grand Funk Railroad;1999;62;0.855;0.691;0.36;121.472;4
Bastards of Young - 2008 Remaster;The Replacements;1985;50;0.438;0.916;0.334;143.101;4
Jungle Love;Steve Miller Band;1977;54;0.495;0.697;0.75;145.827;4
Bad Medicine;Bon Jovi;1988;68;0.555;0.973;0.0853;118.642;4
Green River;Creedence Clearwater Revival;1969;67;0.702;0.772;0.0809;141.694;4
Badlands;Bruce Springsteen;1978;58;0.609;0.778;0.278;122.614;4
This Flight Tonight - 2010 - Remaster;Nazareth;1973;49;0.508;0.656;0.132;134.052;4
Personality Crisis;New York Dolls;1973;52;0.429;0.914;0.436;155.588;4
Welcome to the Black Parade;My Chemical Romance;2006;77;0.217;0.905;0.222;96.95;4
The Fixer;Pearl Jam;2009;56;0.515;0.934;0.327;152.24;3
Thunder Kiss '65;White Zombie;1992;65;0.684;0.851;0.535;112.662;4
Against The Wind;Bob Seger;1980;64;0.674;0.771;0.133;109.618;4
Ride My See-Saw;The Moody Blues;1968;47;0.334;0.872;0.847;154.816;4
Whiskey In The Jar;Metallica;1998;72;0.511;0.97;0.18;132.986;4
For Whom The Bell Tolls - Live;Metallica;2020;40;0.276;0.949;0.876;131.589;4
Stagger Lee;Lloyd Price;1994;48;0.396;0.618;0.0982;69.835;4
Eyes Without A Face;Billy Idol;1983;68;0.391;0.815;0.276;84.383;4
We Are Family;Sister Sledge;1979;70;0.784;0.893;0.272;118.738;4
Breakfast At Tiffany's;Deep Blue Something;1995;68;0.622;0.829;0.0954;110.367;4
People Are People - 2006 Remaster;Depeche Mode;1984;52;0.679;0.829;0.318;119.96;4
Lips Like Sugar;Echo & the Bunnymen;1987;52;0.552;0.934;0.258;130.001;4
Streets of Philadelphia - Single Edit;Bruce Springsteen;1995;73;0.741;0.29;0.0924;93.699;4
Just Like You;Three Days Grace;2007;61;0.373;0.737;0.0696;177.9;4
Bandages;Hot Hot Heat;2002;49;0.376;0.947;0.107;150.212;4
Birdhouse in Your Soul;They Might Be Giants;1990;58;0.61;0.819;0.285;100.057;4
Rag Doll;Aerosmith;1987;60;0.579;0.954;0.139;93.448;4
Thick as a Brick (Pt. I) - 1997 Remaster;Jethro Tull;1972;47;0.435;0.466;0.132;92.516;4
Civil War;Guns N' Roses;1991;68;0.336;0.787;0.32;140.003;4
Elevation;U2;2000;59;0.578;0.807;0.0526;110.053;4
The Sound of Winter - Live;Bush;2020;21;0.411;0.76;0.97;120.106;4
Welcome Home (Sanitarium) - Remastered;Metallica;1986;59;0.306;0.766;0.102;96.668;4
Freewill;Rush;1980;56;0.485;0.935;0.331;155.61;4
How Many More Times - 1993 Remaster;Led Zeppelin;1969;53;0.322;0.68;0.434;142.748;4
Only Women Bleed;Alice Cooper;1975;48;0.334;0.476;0.278;147.532;4
Bound For The Floor;Local H;2011;49;0.627;0.489;0.0537;119.201;4
Thirteen;Big Star;1972;53;0.457;0.268;0.11;117.141;4
Be Yourself;Audioslave;2005;70;0.423;0.845;0.213;116.602;4
Golden Slumbers / Carry That Weight - Takes 1-3 / Medley;The Beatles;2019;41;0.561;0.202;0.147;81.134;4
Rip It Up;Little Richard;1957;52;0.895;0.636;0.0207;95.922;4
December, 1963 (Oh What a Night!);Frankie Valli & The Four Seasons;1975;73;0.737;0.495;0.0542;104.409;4
Rikki Don't Lose That Number;Steely Dan;1974;62;0.656;0.462;0.091;116.049;4
Down by the River - 2009 Remaster;Neil Young;1969;60;0.465;0.466;0.0911;164.315;4
Dig;Incubus;2006;61;0.45;0.895;0.116;77.577;4
It's A Man's, Man's, Man's World;James Brown;1991;52;0.646;0.35;0.0472;80.882;3
What's Your Name;Lynyrd Skynyrd;1977;53;0.646;0.574;0.135;135.175;4
Brick House;Commodores;1977;65;0.831;0.782;0.032;107.877;4
Tomorrow Never Knows - Remastered 2009;The Beatles;1966;57;0.38;0.829;0.342;125.887;4
Everyday;Buddy Holly;2018;22;0.594;0.291;0.108;134.972;4
Girls;Beastie Boys;1986;58;0.873;0.808;0.357;139.676;4
Aeroplane;Red Hot Chili Peppers;1995;63;0.639;0.839;0.468;101.447;4
Hurt;Nine Inch Nails;1994;58;0.49;0.158;0.121;79.833;4
No More Mr. Nice Guy;Alice Cooper;1973;60;0.498;0.515;0.1;127.761;4
Cum on Feel the Noize;Quiet Riot;1996;67;0.441;0.908;0.0612;145.439;4
Le Freak;CHIC;1978;1;0.867;0.746;0.123;118.616;4
Smoke Two Joints;Sublime;1992;62;0.761;0.687;0.245;95.089;4
Broken - Originally Performed By Seether Ft. Amy Lee;B the Star;2011;4;0.526;0.382;0.118;124.014;4
Walk Away;James Gang;1971;57;0.6;0.843;0.34;102.323;4
Miss Murder;AFI;2006;70;0.308;0.873;0.0974;143.519;4
Don't Let the Sun Go Down on Me;George Michael;1998;65;0.435;0.547;0.544;135.453;4
Michelle - Remastered 2009;The Beatles;1965;66;0.578;0.29;0.105;117.403;4
Gold Dust Woman - 2004 Remaster;Fleetwood Mac;1977;60;0.666;0.599;0.373;123.16;4
One Way Or Another;Blondie;1978;57;0.442;0.922;0.0768;162.272;4
Ten Years Gone - 1990 Remaster;Led Zeppelin;1975;58;0.544;0.4;0.0716;76.982;4
Never Too Late;Three Days Grace;2006;69;0.433;0.778;0.163;149.864;4
Wichita Lineman - Remastered 2001;Glen Campbell;1968;63;0.192;0.392;0.248;172.312;4
Still of the Night;Various Artists;2020;4;0.357;0.853;0.158;100.157;4
Monkey Man;The Rolling Stones;1969;55;0.406;0.768;0.0825;99.855;4
Mercy Mercy Me (The Ecology);Marvin Gaye;1971;61;0.499;0.633;0.0876;93.238;4
(If You're Wondering If I Want You To) I Want You To;Weezer;2009;41;0.695;0.873;0.154;110.021;4
Feel Good Drag;Anberlin;2008;58;0.49;0.877;0.3;93.986;4
Cumbersome;Seven Mary Three;1995;64;0.543;0.79;0.238;80.923;4
What Would You Say;Dave Matthews Band;1994;52;0.639;0.942;0.0682;119.673;4
Forty Six & 2;TOOL;1996;67;0.375;0.682;0.0897;159.231;4
Wasting My Time;Default;2001;60;0.449;0.776;0.0698;148.11;4
Missing - Todd Terry Remix / Radio Edit;Everything But The Girl;2002;56;0.739;0.853;0.057;123.509;4
Call Me The Breeze;Lynyrd Skynyrd;1974;59;0.271;0.642;0.118;186.366;4
Handle With Care;Traveling Wilburys;1988;64;0.676;0.771;0.247;115.073;4
Papa Was A Rollin' Stone - Single Version;The Temptations;2000;67;0.817;0.405;0.0468;121.467;4
Big Me;Foo Fighters;1995;61;0.579;0.708;0.11;130.97;4
Tequila;The Champs;1994;59;0.671;0.742;0.0601;89.748;4
Fade Into You;Mazzy Star;1993;72;0.42;0.33;0.0677;157.143;3
Never There;Cake;1998;60;0.761;0.735;0.0917;125.815;4
Polly;Nirvana;1991;58;0.83;0.382;0.11;121.12;4
Let My Love Open The Door;Pete Townshend;1980;59;0.651;0.653;0.0742;164.912;4
Awake;Godsmack;2000;66;0.395;0.756;0.319;112.092;4
Suzanne;Leonard Cohen;1967;65;0.409;0.172;0.111;132.151;4
The River;Bruce Springsteen;1980;67;0.587;0.536;0.305;117.498;4
Lifestyles of the Rich & Famous;Good Charlotte;2002;69;0.62;0.93;0.0686;106.22;4
My Friends;Red Hot Chili Peppers;1995;62;0.439;0.709;0.131;81.331;4
Back In the Saddle;Aerosmith;1976;58;0.426;0.903;0.0945;122.201;4
Just My Imagination (Running Away With Me);Various Artists;2020;4;0.439;0.295;0.299;92.765;4
Nutshell;Alice In Chains;1994;69;0.384;0.562;0.0775;136.094;3
Beautiful Disaster;Jon McLaughlin;2007;52;0.432;0.664;0.15;156.216;4
Ain't No Sunshine;Bill Withers;1971;77;0.479;0.416;0.118;79.593;4
Got the Life;Korn;1998;68;0.501;0.905;0.383;123.277;4
The Scientist;Coldplay;2002;84;0.557;0.442;0.11;146.277;4
Somewhere Out There;Our Lady Peace;2002;56;0.388;0.746;0.0719;159.675;4
Hair of the Dog - 2010 - Remaster;Nazareth;1975;53;0.633;0.807;0.0802;127.979;4
Home By The Sea - Remastered 2007;Genesis;1983;51;0.604;0.704;0.0761;128.496;4
You're All I've Got Tonight;The Cars;1978;50;0.583;0.855;0.237;122.425;4
Wicked Garden;Stone Temple Pilots;1992;50;0.21;0.945;0.107;154.639;4
Dreamer;Supertramp;1974;59;0.664;0.414;0.0813;147.883;4
Never Tear Us Apart;INXS;1987;59;0.665;0.686;0.174;96.848;3
You're Gonna Go Far, Kid;The Offspring;2008;79;0.55;0.917;0.197;126.115;4
Back Door Man;The Doors;1967;54;0.476;0.612;0.0877;177.233;4
Are You Ready;AC/DC;1990;63;0.452;0.821;0.13;108.529;4
China Girl - 1999 Remaster;David Bowie;1983;0;0.626;0.642;0.156;133.947;4
YYZ;Rush;1981;58;0.51;0.919;0.068;141.053;4
Saturday Night?s Alright (For Fighting) - Remastered 2014;Elton John;1973;66;0.513;0.979;0.0906;152.875;4
Happy Jack;The Who;1971;41;0.556;0.572;0.105;128.888;4
Wouldn't It Be Nice - Stereo Mix;The Beach Boys;1966;71;0.392;0.629;0.129;124.511;4
No Excuses;Alice In Chains;1994;65;0.527;0.838;0.07;117.454;4
Mudshovel;Various Artists;2020;1;0.485;0.802;0.0886;107.352;4
Policy of Truth - 2006 Remaster;Depeche Mode;1990;58;0.678;0.658;0.118;114.209;4
The Twist;Chubby Checker;2005;56;0.533;0.638;0.0729;156.663;4
Hero Of The Day;Metallica;1996;50;0.351;0.9;0.11;116.023;4
See Emily Play;Pink Floyd;1971;50;0.456;0.71;0.13;124.022;4
Bad Reputation;Joan Jett & The Blackhearts;1981;66;0.378;0.974;0.0588;203.715;4
The Pusher;Steppenwolf;1968;55;0.467;0.381;0.187;81.754;4
Long Distance Runaround - 2003 Remaster;Yes;1971;47;0.625;0.445;0.821;92.631;4
Everyday Is Like Sunday - 2011 Remaster;Morrissey;1988;61;0.6;0.869;0.311;117.064;4
Journey To The Center of the Mind;The Amboy Dukes;1968;41;0.32;0.778;0.418;152.308;4
Follow You Follow Me - Remastered 2007;Genesis;1978;62;0.531;0.747;0.07;93.559;4
(What A) Wonderful World;Sam Cooke;2000;72;0.691;0.507;0.457;128.518;4
30 Days In The Hole;Humble Pie;1972;52;0.605;0.482;0.196;119.819;4
Higher Than the Sun - Single Mix;Primal Scream;1991;27;0.468;0.638;0.0696;162.724;4
Black Betty - Edit;Spiderbait;2004;63;0.562;0.865;0.219;124.047;4
Sure Shot;Beastie Boys;1994;57;0.692;0.799;0.301;97.978;4
Searchin';The Coasters;2005;41;0.776;0.495;0.196;73.282;4
Matchbox;Carl Perkins;1957;40;0.524;0.892;0.392;170.152;4
Jesus Christ Pose;Soundgarden;1991;47;0.341;0.965;0.317;134.328;4
The Dolphin's Cry;Live;1999;57;0.342;0.792;0.142;149.744;4
The Court Of The Crimson King;King Crimson;1969;55;0.339;0.346;0.214;135.762;4
Great Southern Land;Various Artists;2020;33;0.719;0.842;0.0697;120.146;4
I Got You Babe;Sonny & Cher;1991;58;0.621;0.708;0.143;110.533;3
First Time;Finger Eleven;2000;37;0.37;0.876;0.771;166.038;4
Are You Lonesome Tonight;Elvis Presley;1963;57;0.355;0.0922;0.106;65.952;3
DOWN;HENTAI SHINSHI CLUB;2020;49;0.457;0.731;0.148;94.851;4
I Just Want You;Ozzy Osbourne;1995;52;0.252;0.915;0.0724;171.142;4
Splish Splash;Bobby Darin;1958;60;0.645;0.943;0.37;147.768;4
Picasso Visita El Planeta De Los Simios;Adam & The Ants;2004;25;0.601;0.753;0.359;145.212;4
Ana's Song (Open Fire) - Acoustic Re-Mix;Silverchair;2000;43;0.387;0.433;0.196;78.66;4
Angel Of Harlem;U2;1988;59;0.519;0.694;0.111;102.718;4
Peaceful Easy Feeling - 2013 Remaster;Eagles;1972;66;0.568;0.634;0.252;142.686;4
Misirlou;Dick Dale;2010;43;0.293;0.951;0.572;173.439;4
Take Me to the River - 2005 Remaster;Talking Heads;1978;59;0.66;0.485;0.0585;99.828;4
Dirty Laundry;Don Henley;1982;60;0.756;0.773;0.0792;98.384;4
You Keep Me Hangin' On;Vanilla Fudge;2004;52;0.206;0.7;0.228;172.338;3
Lady Marmalade;Patti LaBelle;1982;57;0.571;0.654;0.0599;117.955;4
Speedoo;Various Artists;2013;35;0.489;0.64;0.119;126.055;3
Sing;Travis;2001;68;0.33;0.905;0.0712;163.142;4
New York State of Mind;Billy Joel;1976;62;0.506;0.373;0.324;121.268;4
Never Let Me Down Again - 2006 Remaster;Depeche Mode;1987;53;0.581;0.886;0.691;106.067;4
High Hopes;Pink Floyd;1994;60;0.52;0.411;0.351;75.235;4
Tunnel of Love;Bruce Springsteen;1987;47;0.587;0.675;0.479;116.954;4
Shape Of My Heart;Sting;1993;73;0.537;0.373;0.083;83.936;4
Thank You (Falettinme Be Mice Elf Agin) - Single Version;Sly & The Family Stone;2002;55;0.899;0.77;0.101;105.739;4
Chantilly Lace;The Big Bopper;1958;56;0.489;0.806;0.0687;172.269;4
Undun;The Guess Who;1971;43;0.559;0.377;0.298;135.652;4
Lodi;Creedence Clearwater Revival;1969;61;0.773;0.675;0.0896;126.866;4
Friend of the Devil;Grateful Dead;1970;64;0.642;0.628;0.614;103.317;4
I Wanna Be Somebody;W.A.S.P.;1984;61;0.285;0.825;0.268;164.611;4
Tupelo Honey;Van Morrison;2015;63;0.569;0.444;0.119;71.426;4
Too Bad;Nickelback;2001;58;0.598;0.808;0.147;128.025;4
So Far Away - Full Version;Dire Straits;1985;65;0.698;0.473;0.063;114.453;4
Road to Nowhere;Talking Heads;1985;56;0.661;0.713;0.153;110.364;4
Peg;Steely Dan;1977;59;0.797;0.566;0.14;116.976;4
Love Of My Life - Remastered 2011;Queen;1975;59;0.331;0.183;0.115;79.195;4
We Are Young;Various Artists;2014;21;0.535;0.956;0.139;126.006;4
Torn;Natalie Imbruglia;1998;65;0.575;0.886;0.709;96.308;4
Freeway Jam;Jeff Beck;1975;41;0.409;0.849;0.141;137.018;4
Private Dancer - 2015 Remaster;Tina Turner;1984;58;0.587;0.572;0.0915;115.466;4
Down In The Tube Station At Midnight - Full Version;The Jam;1978;39;0.284;0.706;0.0865;172.82;4
Phlex;Blindspott;2003;47;0.682;0.382;0.0852;79.995;4
Rosanna;TOTO;1982;72;0.365;0.513;0.205;80.647;4
Seether;Veruca Salt;1994;53;0.612;0.848;0.0687;136.196;4
Telephone Line;Electric Light Orchestra;1976;62;0.467;0.367;0.0847;70.856;4
Hang On;Teenage Fanclub;1993;21;0.281;0.596;0.341;147.625;4
Every Picture Tells A Story;Rod Stewart;1971;48;0.546;0.859;0.0855;143.677;4
Get Free;The Vines;2002;61;0.502;0.978;0.287;138.811;4
Scenes from an Italian Restaurant;Billy Joel;1977;60;0.415;0.931;0.114;97.953;4
Happiness Is A Warm Gun - Remastered 2009;The Beatles;1968;57;0.431;0.54;0.169;139.288;4
Rough Boys;Pete Townshend;1980;42;0.277;0.815;0.171;82.063;4
Stay - 2018 Remaster;Jackson Browne;1977;63;0.603;0.765;0.11;107.068;4
