Paralyzed;Rock Kills Kid;2006;29;0.598;0.894;0.112;127.015;4
Attitude;Sepultura;1996;47;0.475;0.942;0.0939;80.356;4
One of These Days;Pink Floyd;1971;55;0.381;0.506;0.535;103.806;4
Lights;Journey;1978;60;0.193;0.5;0.332;207.639;3
Hard Woman;Mick Jagger;1985;51;0.518;0.484;0.105;128.145;4
Tell Her No;The Zombies;2007;46;0.757;0.435;0.0997;135.639;4
When Worlds Collide;Powerman 5000;1999;66;0.56;0.903;0.291;143.821;4
Cover Me;Candlebox;1993;53;0.591;0.638;0.113;131.113;4
Life Is a Carnival - Concert Version;The Band;2002;33;0.355;0.986;0.999;174.359;4
Fool for the City;Foghat;1975;44;0.348;0.977;0.239;140.046;4
I'm Not Sorry;Morrissey;2004;39;0.568;0.812;0.0889;160.137;4
"Travelling Riverside Blues - 29/6/69 Top Gear; 2016 Remaster";Led Zeppelin;2016;52;0.476;0.78;0.26;91.609;4
Be Mine Tonight;Th' Dudes;1979;50;0.548;0.699;0.0953;121.303;4
Black Knight;Various Artists;2018;1;0.303;0.99;0.0719;147.899;4
Ripple - 2013 Remaster;Grateful Dead;1970;61;0.604;0.411;0.602;126.637;4
Mirrorball - elbowrooms;Elbow;2020;30;0.555;0.773;0.135;142.64;4
Cry Baby;Janis Joplin;1971;63;0.474;0.418;0.0535;83.18;3
Here In Your Bedroom;Goldfinger;1996;52;0.489;0.767;0.0786;171.655;4
If I Had $1,000,000;Barenaked Ladies;1992;59;0.644;0.433;0.101;80.161;4
Blue Moon of Kentucky;Elvis Presley;1959;38;0.65;0.602;0.0999;112.724;4
Going To A Go-Go;Smokey Robinson & The Miracles;1965;45;0.615;0.721;0.128;129.596;4
Ice Cream Man - 2015 Remaster;Van Halen;1978;57;0.402;0.759;0.193;88.085;4
Behind Blue Eyes;Limp Bizkit;2003;72;0.595;0.489;0.119;120.315;4
Bad Habit;The Offspring;1994;56;0.354;0.73;0.106;148.08;4
To Be With You - 2010 Remastered Version;Mr. Big;1991;72;0.688;0.375;0.133;83.635;4
Eye;The Smashing Pumpkins;2001;47;0.677;0.477;0.346;158.051;4
Drop Your Guns;April Wine;1972;24;0.455;0.647;0.0359;109.722;4
Peaches;The Presidents Of The United States Of America;1995;65;0.417;0.849;0.0673;94.267;4
Slice of Heaven;Dave Dobbyn;1988;61;0.825;0.649;0.623;122.155;3
Almost Honest - Remastered 2004 / Remixed;Megadeth;1997;45;0.523;0.94;0.332;134.113;4
Hands;The Raconteurs;2006;39;0.326;0.673;0.255;96.868;4
Summersong;The Decemberists;2006;36;0.325;0.573;0.305;153.083;4
Crumblin' Down;John Mellencamp;1983;45;0.782;0.905;0.0797;126.748;4
The Needle and the Damage Done - 2009 Remaster;Neil Young;1972;58;0.591;0.221;0.696;105.3;3
Popular;Nada Surf;1996;53;0.444;0.884;0.116;94.82;4
Sometimes You Can't Make It On Your Own;U2;2004;58;0.53;0.597;0.105;96;4
Help Is On The Way;Rise Against;2011;58;0.336;0.951;0.0333;108.043;4
Empty Rooms;Gary Moore;1985;52;0.532;0.476;0.132;98.18;4
New Girl Now;Honeymoon Suite;1984;49;0.589;0.768;0.0897;109.127;4
Driving Wheels;Jimmy Barnes;1987;57;0.359;0.764;0.0858;134.976;4
I Don't Like The Drugs (But The Drugs Like Me);Marilyn Manson;1998;55;0.564;0.834;0.886;93.906;4
Stan;Eminem;2000;78;0.78;0.768;0.518;80.063;4
I Got Id;Pearl Jam;2004;37;0.133;0.822;0.112;185.504;4
Smile Like You Mean It;The Killers;2004;57;0.362;0.979;0.231;125.087;4
Dead Man's Party;Oingo Boingo;1985;61;0.568;0.863;0.246;161.261;4
The Magnificent Seven - Remastered;The Clash;1980;56;0.799;0.789;0.0338;116.081;4
Ahead By A Century - Live;The Tragically Hip;1996;22;0.482;0.869;0.981;136.413;4
Connection;Elastica;1995;50;0.684;0.694;0.0496;121.342;4
Last Kiss;J. Frank Wilson & The Cavaliers;2015;41;0.746;0.482;0.0671;135.202;4
Say What You Want;Texas;1997;64;0.633;0.841;0.396;95.888;4
Got Me Under Pressure - 2008 Remaster;ZZ Top;1983;53;0.607;0.939;0.0941;157.957;4
FM;Steely Dan;1985;43;0.782;0.465;0.0827;109.402;4
Kim Mitchell's Patio Lanterns;The Smile Case;2019;0;0.441;0.765;0.171;128.509;4
Sinking Like A Sunset;Tom Cochrane;1992;35;0.61;0.698;0.369;103.049;4
War Machine;AC/DC;2008;60;0.518;0.718;0.25;127.593;4
Dirty Work;Steely Dan;1972;67;0.631;0.354;0.0879;73.007;4
Roscoe;Midlake;2008;53;0.556;0.703;0.131;121.739;4
Always On The Run;Lenny Kravitz;1991;55;0.52;0.875;0.0709;169.214;4
Maneater;Daryl Hall & John Oates;1982;74;0.724;0.498;0.0761;88.825;4
Woodstock;Joni Mitchell;1970;47;0.334;0.0935;0.0994;107.863;4
I'm In Love With My Car - Remastered 2011;Queen;1975;38;0.299;0.818;0.202;143.583;3
Blinded by the Light - Live at Paramount Theatre, Asbury Park, NJ - 11/24/96;Bruce Springsteen;2020;23;0.519;0.722;0.952;121.908;4
Tender;Blur;1999;64;0.587;0.566;0.0644;76.054;4
Pace Is The Trick;Interpol;2007;47;0.47;0.878;0.16;111.271;4
Nude;Radiohead;2007;66;0.537;0.342;0.0856;128.331;3
Because - Remastered 2009;The Beatles;1969;58;0.328;0.249;0.134;81.257;4
You're The First, The Last, My Everything - Single Version;Barry White;2018;49;0.629;0.7;0.42;131.007;4
Volcano Girls;Veruca Salt;1997;54;0.543;0.961;0.431;131.463;4
Tripping Billies;Dave Matthews Band;1996;48;0.569;0.932;0.259;120.858;4
Holland, 1945;Neutral Milk Hotel;1998;60;0.0617;0.887;0.619;198.592;4
I Don't Love You;My Chemical Romance;2006;70;0.289;0.796;0.202;169.835;4
Maybe;Opshop;2007;27;0.562;0.877;0.12;137.077;4
If It Makes You Happy;Sheryl Crow;1996;60;0.541;0.692;0.108;95.446;4
Change;Tears For Fears;1983;52;0.61;0.801;0.238;125.257;4
Hey Ladies;Beastie Boys;1989;53;0.949;0.728;0.0465;101.718;4
Let It Die;Ozzy Osbourne;2010;46;0.214;0.874;0.264;152.064;4
Master Blaster (Jammin');Stevie Wonder;1980;37;0.874;0.419;0.194;131.159;4
Imperium;Machine Head;2003;45;0.314;0.951;0.0652;122.451;4
Ode To LRC;Band of Horses;2007;38;0.287;0.726;0.0891;144.947;4
The Last Remaining Light;Audioslave;2002;44;0.465;0.497;0.268;100.583;4
The Outlaw Torn;Metallica;1996;41;0.621;0.725;0.368;118.515;4
Take It Back;Pink Floyd;1994;51;0.469;0.602;0.273;112.427;4
You're the Inspiration - 2006 Remaster;Chicago;1984;73;0.583;0.602;0.22;74.008;4
All We Are;Kim Mitchell;1984;33;0.287;0.51;0.102;121.68;3
Hero;Enrique Iglesias;2001;69;0.346;0.641;0.108;77.281;4
All Good Naysayers, Speak Up! Or Forever Hold Your Peace!;Sufjan Stevens;2003;35;0.545;0.7;0.112;90.472;5
Open Arms;Journey;1981;70;0.405;0.21;0.139;100.577;3
Vienna - 2009 Remaster;Ultravox;1981;50;0.532;0.581;0.0969;80.496;4
I'll Stick Around;Foo Fighters;1995;57;0.306;0.985;0.13;133.963;4
Peace Train;Yusuf / Cat Stevens;1971;66;0.61;0.582;0.12;82.492;4
Baker Street (8-Bit Computer Game Version);8-Bit Arcade;2020;2;0.526;0.7;0.451;120.898;4
Square One;Coldplay;2005;53;0.451;0.679;0.164;124.169;4
Always;blink-182;2003;55;0.456;0.95;0.207;158.322;4
Can't Get Enough;Supergroove;1994;31;0.719;0.879;0.38;108.124;4
Geek Stink Breath;Green Day;1995;47;0.51;0.996;0.104;131.268;4
Lonely Is The Night - Remastered;Billy Squier;1981;64;0.347;0.803;0.116;85.362;4
Pets;Porno for Pyros;1993;57;0.578;0.515;0.119;112.879;4
A Million Vacations;Max Webster;2017;14;0.661;0.769;0.123;125.195;4
Straight Lines;Silverchair;2007;46;0.538;0.656;0.109;127.5;4
My Very Best;Elbow;2005;31;0.464;0.559;0.183;134.988;4
Little Sister;Queens of the Stone Age;2005;59;0.361;0.962;0.294;161.292;4
Supersystem;the feelers;2008;18;0.497;0.968;0.367;111.026;3
Dead Leaves and the Dirty Ground;The White Stripes;2001;29;0.379;0.606;0.0755;79.264;4
Grace, Too;The Tragically Hip;1994;49;0.469;0.543;0.0886;83.717;4
Sex Dwarf - Original Version;Soft Cell;1981;36;0.502;0.632;0.184;148.065;4
I'm A Man;The Spencer Davis Group;2019;47;0.549;0.87;0.0798;129.018;4
Angel Of Death;Slayer;1986;56;0.332;0.994;0.142;106.086;4
The Upper Peninsula;Sufjan Stevens;2003;35;0.537;0.381;0.119;128.8;4
Time Is Tight;Various Artists;1993;53;0.772;0.43;0.104;134.561;4
"Candy [In the Style of ""Iggy Pop & Kate Pierson""]";Done Again;2011;20;0.644;0.475;0.146;144.235;4
Three Little Birds;Bob Marley & The Wailers;1977;77;0.814;0.482;0.0476;148.404;4
Captain Jack;Billy Joel;1973;48;0.392;0.629;0.374;146.657;4
All the Way from Memphis;Mott The Hoople;1973;43;0.522;0.833;0.605;137.127;4
Presence Of The Lord;Blind Faith;1969;36;0.485;0.51;0.163;120.501;4
Lead or Follow - Radio Edit;Shihad;2010;2;0.498;0.88;0.164;131.012;4
Love My Way;The Psychedelic Furs;1982;67;0.637;0.85;0.152;126.106;4
Soldier Girl;The Polyphonic Spree;2002;38;0.443;0.584;0.0707;93.728;4
Bang And Blame;R.E.M.;1994;47;0.694;0.584;0.112;120.949;4
Fool for Your Loving - 2011 Remaster;Whitesnake;1980;50;0.597;0.92;0.0837;122.417;4
Juliette;Hollerado;2010;43;0.63;0.906;0.257;110.989;4
Video Killed The Radio Star;The Buggles;1980;71;0.68;0.678;0.204;131.165;4
Thinking of You;Harlequin;1980;35;0.495;0.788;0.193;156.918;4
Nice Guys Finish Last;Green Day;1997;55;0.494;0.993;0.173;93.972;4
Chest Fever - Remastered;The Band;1968;43;0.439;0.696;0.0846;99.72;4
He Ain't Heavy, He's My Brother;The Hollies;1967;51;0.309;0.441;0.513;75.734;4
Sail;AWOLNATION;2011;76;0.825;0.435;0.0953;119.038;4
Love on the Rocks with No Ice;The Darkness;2003;36;0.183;0.922;0.0578;170.682;4
Wave of Mutilation (UK Surf);Pixies;2001;59;0.642;0.355;0.0865;180.258;4
Knives Out;Radiohead;2001;57;0.433;0.675;0.159;137.268;4
Rolling in the Deep;Adele;2011;75;0.729;0.756;0.0527;104.945;4
Who Loves Who The Most;Various Artists;2020;4;0.605;0.7;0.0607;112.361;4
Pioneer To The Falls;Interpol;2007;51;0.459;0.74;0.0964;106.678;4
Annie's Song;John Denver;1974;71;0.304;0.305;0.367;146.066;3
My Music At Work;The Tragically Hip;2005;35;0.323;0.935;0.114;121.149;4
Shoot out the Lights;Richard & Linda Thompson;1982;21;0.57;0.378;0.154;83.642;4
Little Black Submarines;The Black Keys;2011;65;0.365;0.466;0.106;95.163;4
Forever Autumn;Lake Of Tears;1999;31;0.661;0.473;0.12;115.845;4
Hard to Say I'm Sorry - 2007 Remaster;Chicago;2007;69;0.561;0.42;0.186;72.319;4
Skinny Love;Bon Iver;2008;68;0.592;0.256;0.088;76.361;4
Young Pilgrims;The Shins;2003;39;0.75;0.334;0.0981;124.091;4
Excuse Me Mr.;No Doubt;1995;39;0.329;0.953;0.532;145.712;4
Kitty;The Presidents Of The United States Of America;1995;48;0.498;0.801;0.051;92.126;4
Medication;Primal Scream;1997;18;0.532;0.889;0.128;125.509;4
Giddy Stratospheres;The Long Blondes;2007;12;0.595;0.853;0.214;137.703;4
Question!;System Of A Down;2005;65;0.207;0.972;0.318;180.798;4
Faget;Korn;1994;52;0.473;0.844;0.147;88.431;4
Waltz #2 (XO);Elliott Smith;1998;59;0.633;0.49;0.0886;132.178;3
Why Does Love Do This To Me;The Exponents;1992;26;0.65;0.624;0.0912;128.268;4
Wild Flower;The Cult;1987;48;0.535;0.657;0.0955;135.481;4
Complete Control;The Clash;2013;42;0.195;0.922;0.686;172.612;4
See No Evil;Television;1977;49;0.398;0.782;0.0912;144.965;4
Lawyers, Guns and Money - 2007 Remaster;Warren Zevon;1978;58;0.641;0.78;0.0562;94.228;4
I Like To Rock;April Wine;1979;42;0.467;0.578;0.0436;135.67;4
Babylon;David Gray;1998;66;0.737;0.543;0.103;112.016;4
Laura;Scissor Sisters;2004;39;0.743;0.865;0.187;91.014;4
If There Is Something;Roxy Music;1972;46;0.356;0.876;0.261;78.813;4
Ain't Too Proud To Beg;The Temptations;1966;66;0.763;0.656;0.125;118.394;4
Try Honesty;Billy Talent;2003;59;0.462;0.984;0.377;156.921;4
Up All Night;blink-182;2011;48;0.479;0.892;0.067;156.086;4
George;Headless Chickens;1997;22;0.582;0.818;0.14;97.455;4
Nothing In My Way;Keane;2006;60;0.399;0.854;0.0893;172.478;4
For What It's Worth;Placebo;2009;46;0.57;0.757;0.58;142.313;4
Points of Authority;Linkin Park;2000;66;0.512;0.97;0.0994;94.952;4
Drift And Die;Puddle Of Mudd;2001;47;0.433;0.858;0.105;95.985;4
12:51;The Strokes;2003;60;0.452;0.889;0.558;145.056;4
Mony Mony;Tommy James & The Shondells;1968;53;0.592;0.834;0.364;130.967;4
Monday, Monday - Single Version;The Mamas & The Papas;1966;63;0.488;0.464;0.57;109.853;4
Miss Modular;Stereolab;1997;40;0.766;0.561;0.113;112.839;4
Pieces;Sum 41;2004;65;0.457;0.83;0.166;99.93;4
Power - Remastered version;Clawfinger;1995;23;0.63;0.988;0.35;99.947;4
Heaven Knows I'm Miserable Now - 2011 Remaster;The Smiths;1987;62;0.609;0.759;0.183;114.045;4
Cough Syrup;Young the Giant;2011;72;0.534;0.721;0.115;128.978;3
The Bleeding Heart Show;The New Pornographers;2005;42;0.225;0.782;0.147;90.076;4
Marrakesh Express - 2005 Remaster;Crosby, Stills & Nash;1969;42;0.571;0.557;0.381;107.953;4
Helicopter;Bloc Party;2005;57;0.47;0.952;0.386;170.058;4
Malibu;Hole;1998;60;0.528;0.904;0.174;122.372;4
Landslide;Fleetwood Mac;1975;79;0.414;0.161;0.117;159.375;4
Walking After You;Foo Fighters;1997;58;0.325;0.571;0.0802;108.651;4
Glorified G (Remastered);Pearl Jam;1993;46;0.545;0.86;0.0961;115.32;4
Stay Don't Go;Spoon;2002;36;0.985;0.895;0.0628;119.751;4
Without a Trace;Soul Asylum;1993;18;0.511;0.708;0.0522;123.543;4
Steal My Kisses;Ben Harper And The Innocent Criminals;1999;56;0.914;0.56;0.217;101.019;4
21st Century Schizoid Man;King Crimson;1969;59;0.306;0.701;0.197;92.527;4
Wind Of Change;Scorpions;1990;78;0.452;0.524;0.103;151.505;4
I Ain't Superstitious;Jeff Beck;1991;29;0.421;0.596;0.107;167.873;3
Monarchy of Roses;Red Hot Chili Peppers;2011;50;0.467;0.98;0.445;123.089;4
Stupify;Disturbed;2010;61;0.597;0.939;0.201;98;4
Here, There And Everywhere - Remastered 2009;The Beatles;1966;61;0.29;0.247;0.0917;165.361;4
Crucify;Tori Amos;1992;40;0.524;0.556;0.123;82.963;4
Madhouse;Anthrax;1985;60;0.329;0.885;0.735;163.538;4
Aberdeen;Cage The Elephant;2011;53;0.154;0.972;0.368;205.467;4
The Pageant Of The Bizarre;Zero 7;2006;37;0.559;0.486;0.08;109.924;3
Jesus Is Just Alright with Me - 2007 Remaster;The Doobie Brothers;1976;49;0.463;0.542;0.175;134.177;4
"Silver Machine - Live at the Roundhouse London; 1996 Remaster";Hawkwind;1971;47;0.31;0.874;0.0695;131.717;4
Take Your Mama Out (In The Style Of Scissor Sisters);AVID All Stars;2007;5;0.703;0.881;0.0672;154.061;4
Into My Arms - 2011 Remastered Version;Nick Cave & The Bad Seeds;1997;67;0.484;0.0874;0.11;94.163;4
American Psycho;Treble Charger;2001;38;0.534;0.908;0.111;141.846;4
Roads;Portishead;1994;63;0.607;0.294;0.106;76.083;4
the fear [ZM Live Lounge];the feelers;2007;1;0.404;0.837;0.735;175.19;4
This Is Our Lot;Wild Beasts;2009;23;0.547;0.586;0.0985;96.112;4
I Want To Break Free - Remastered 2011;Queen;1984;63;0.795;0.433;0.0762;108.947;4
Sympathetic Noose;Black Rebel Motorcycle Club;2005;19;0.383;0.797;0.236;73.163;4
I'm Walkin';Fats Domino;1959;50;0.65;0.89;0.0786;114.513;4
Little Girls;Oingo Boingo;1981;51;0.611;0.817;0.0324;172.14;4
Sonnet;The Verve;1997;63;0.433;0.725;0.225;89.059;4
Beautiful;Various Artists;2003;20;0.468;0.515;0.0892;130.007;4
Amazing;Aerosmith;1993;68;0.308;0.747;0.431;139.454;4
On the Road Again;Canned Heat;2009;58;0.466;0.182;0.341;128.811;4
Crazy Crazy Nights;KISS;1987;60;0.591;0.87;0.718;121.682;4
Where Have All the Good Times Gone! - 2015 Remaster;Van Halen;1982;53;0.544;0.951;0.0249;122.015;4
Make Me Smile (Come up and See Me) - 2014 Remaster;Steve Harley;1975;63;0.571;0.818;0.0877;141.463;4
Hometown Unicorn;Super Furry Animals;1996;19;0.377;0.686;0.187;81.222;4
Brand New Low;Treble Charger;2001;29;0.55;0.864;0.102;112.894;4
Happenings Ten Years Time Ago - Mono;The Yardbirds;1966;31;0.486;0.733;0.286;126.963;4
She;Elvis Costello;2012;66;0.333;0.28;0.13;130.876;4
Tired of Waiting for You;The Kinks;1965;45;0.674;0.731;0.272;122.097;4
Changes;Yes;1983;49;0.546;0.904;0.083;125.193;4
Cherry Bomb;John Mellencamp;1987;61;0.744;0.945;0.0435;113.882;4
Shooting Star - 2015 Remaster;Bad Company;1975;63;0.39;0.589;0.069;166.093;4
Mercedes Benz;Janis Joplin;1971;58;0.695;0.106;0.0674;86.998;4
Fix You;Coldplay;2005;82;0.209;0.417;0.113;138.178;4
Everybody's Trying to Be My Baby;Carl Perkins;2013;36;0.577;0.929;0.134;90.048;4
I Was Wrong;Social Distortion;1996;52;0.413;0.984;0.0939;122.024;4
Movin' On - 2015 Remaster;Bad Company;1974;39;0.636;0.818;0.162;117.618;4
Stand By Me - Remastered 2010;John Lennon;1975;66;0.632;0.556;0.0779;104.996;4
Peace Sells - Remastered;Megadeth;1986;58;0.322;0.932;0.0969;138.042;4
Over My Head (Better Off Dead);Sum 41;2002;48;0.44;0.919;0.0892;184.324;4
She Sends Kisses;The Wrens;2003;25;0.262;0.608;0.0898;139.843;4
All Or Nothing;Small Faces;1967;42;0.345;0.638;0.136;115.106;4
Like Eating Glass;Bloc Party;2005;44;0.397;0.981;0.129;160.27;4
Youth Without Youth;Metric;2012;34;0.524;0.938;0.151;128.579;4
The Sidewinder Sleeps Tonite;R.E.M.;1992;53;0.647;0.842;0.32;123.376;4
Bus Rider;The Guess Who;1971;26;0.534;0.642;0.15;148.084;4
Let's Twist Again;Chubby Checker;1961;65;0.604;0.709;0.0551;167.832;4
It's Over;Roy Orbison;1962;50;0.462;0.319;0.0803;89.672;4
That Don't Impress Me Much;Shania Twain;1997;0;0.745;0.869;0.139;125.005;5
Helena Beat;Foster The People;2011;65;0.67;0.876;0.109;126.968;4
Venus - 2015 Remaster;the feelers;1998;44;0.695;0.647;0.109;110.013;4
Play With Fire - Mono Version;The Rolling Stones;1965;56;0.578;0.429;0.171;108.738;4
New Beginnings;Finch;2002;32;0.415;0.874;0.118;119.016;4
Stir It Up - Original Album Version;Bob Marley & The Wailers;1973;64;0.76;0.462;0.0758;146.655;4
I Wish It Would Rain Down - 2016 Remaster;Phil Collins;1989;64;0.51;0.667;0.313;125.887;4
The Leaving Song Pt. II;AFI;2003;50;0.497;0.82;0.104;89.012;4
The Zephyr Song;Red Hot Chili Peppers;2002;69;0.725;0.803;0.0891;117.391;4
I'm Down - Remastered 2009;The Beatles;1988;40;0.439;0.813;0.728;82.077;4
Cat People (Putting Out Fire) - Single Version, 2002 Remaster;David Bowie;2005;55;0.73;0.526;0.0913;118.208;4
Jolene (Live);The White Stripes;2010;48;0.273;0.76;0.456;86.679;4
Goodbye;Army of Anyone;2006;35;0.415;0.986;0.547;141.929;4
She Is Suffering - Remastered;Manic Street Preachers;1994;31;0.561;0.672;0.271;111.921;1
Ladytron;Roxy Music;1972;36;0.304;0.618;0.0652;149.777;4
When We Was Fab - Remastered 2004;George Harrison;1987;45;0.507;0.6;0.291;92.416;4
Hyper Music;Muse;2001;47;0.27;0.91;0.133;121.386;4
Under African Skies;Paul Simon;1986;50;0.536;0.677;0.225;74.155;4
Some Might Say - Remastered;Oasis;1995;53;0.266;0.934;0.288;110.268;4
Only Love Can Break Your Heart;Saint Etienne;1992;52;0.587;0.805;0.17;102.402;4
Weightless;City and Colour;2011;30;0.433;0.687;0.228;154.282;4
Love Action (I Believe In Love);The Human League;1981;52;0.702;0.588;0.184;121.738;4
Don't Believe A Word;Thin Lizzy;1976;37;0.461;0.652;0.0958;140.322;4
Blinded (When I See You) - Radio Edit;Various Artists;2020;0;0.536;0.936;0.342;108.723;4
I Think I'm in Love;Spiritualized;1997;48;0.47;0.813;0.717;114.978;4
Hang up My Rock and Roll Shoes;Chuck Willis;2005;31;0.632;0.641;0.071;131.476;4
Violet Hill;Coldplay;2008;62;0.33;0.58;0.115;76.093;4
Wraith Pinned to the Mist and Other Games;of Montreal;2005;58;0.873;0.582;0.182;122.005;4
No Shelter;Various Artists;1998;50;0.598;0.837;0.136;99.42;4
Sea Cruise;Various Artists;2005;18;0.545;0.662;0.086;167.026;4
Fault Line;Black Rebel Motorcycle Club;2005;34;0.496;0.4;0.121;77.835;4
September Gurls;The Bangles;1986;27;0.546;0.479;0.192;118.311;4
Bull In The Heather;Sonic Youth;1994;47;0.642;0.619;0.238;129.043;4
Some Girls Are Bigger Than Others - 2011 Remaster;The Smiths;1986;52;0.525;0.927;0.216;161.798;4
The Scale;Interpol;2007;44;0.555;0.855;0.338;96.011;4
Massachusetts - Stereo Version;Bee Gees;1968;57;0.483;0.573;0.0674;102.122;4
Walking in Light;Th' Dudes;1980;37;0.609;0.82;0.614;118.895;4
It Can't Come Quickly Enough;Scissor Sisters;2004;31;0.705;0.84;0.111;102.175;4
Never Can Say Goodbye (Re-Recorded);Various Artists;2013;47;0.609;0.869;0.301;124.948;4
Leaders of the Free World;Elbow;2005;45;0.523;0.764;0.0874;88.006;4
Strange Days;Matthew Good Band;1999;35;0.298;0.391;0.101;142.857;3
Jesus, Etc.;Wilco;2002;66;0.756;0.28;0.414;109.413;4
Picture This;Blondie;1978;35;0.583;0.767;0.17;127.959;4
BURN IT DOWN;Linkin Park;2012;73;0.585;0.972;0.0707;110.006;4
Mandy;Barry Manilow;1974;70;0.308;0.464;0.143;103.734;4
Box of Rain - 2013 Remaster;Grateful Dead;1970;54;0.52;0.49;0.121;117.755;4
People Like Me;Hanoi Rocks;2002;6;0.471;0.948;0.341;145.036;4
Public Pervert;Interpol;2004;35;0.318;0.813;0.185;98.831;4
Bullet Ride;In Flames;2000;46;0.479;0.892;0.314;92.039;4
I'll Stand by You;Various Artists;2001;25;0.441;0.546;0.189;67.015;4
Surfin' USA - Live;The Beach Boys;2002;34;0.192;0.934;0.969;159.184;4
Pumped Up Kicks;Foster The People;2011;84;0.733;0.71;0.0956;127.975;4
Breaking the Chains;Dokken;1983;56;0.526;0.9;0.277;125.349;4
Kevin Is Gay;Giant Drag;2005;26;0.383;0.78;0.46;131.856;4
Always on My Mind - with The Royal Philharmonic Orchestra;Elvis Presley;2016;64;0.29;0.593;0.127;89.521;4
Problem Child;AC/DC;1977;55;0.443;0.869;0.0867;134.208;4
Three Pistols;The Tragically Hip;1991;43;0.569;0.881;0.349;132.384;4
This Ain't A Scene, It's An Arms Race;Fall Out Boy;2007;67;0.435;0.887;0.0327;199.935;4
Endless Love (Originally Performed by Lionel Richie & Diana Ross) [Piano Version];Easter Celebration;2014;0;0.454;0.157;0.0852;96.313;4
Glad All Over - 2019 - Remaster;The Dave Clark Five;1964;45;0.462;0.803;0.0788;137.789;4
(I Just) Died in Your Arms Tonight - as made famous by Cutting Crew;Various Artists;2009;23;0.494;0.582;0.143;118.859;4
Smile Please;Stevie Wonder;1974;42;0.572;0.472;0.212;117.704;4
Get Duffy;Primal Scream;1997;11;0.672;0.316;0.174;97.157;4
We're All To Blame;Sum 41;2004;54;0.204;0.891;0.0874;80.396;4
The Wizard - 2014 Remaster;Black Sabbath;1970;51;0.394;0.682;0.307;100.646;4
Velha InfŽncia - 2004 Digital Remaster;Tribalistas;2002;66;0.442;0.616;0.144;113.02;4
It's All Right;The Impressions;1963;47;0.701;0.414;0.251;108.644;4
Glittering Prize;Simple Minds;2016;34;0.656;0.648;0.333;93.051;4
Sex (I'm A);Berlin;2004;27;0.622;0.692;0.0743;139.221;4
Motorcycle Emptiness;Manic Street Preachers;2002;41;0.525;0.806;0.157;112.453;4
Bass Tuned to D.E.A.D.;Super Furry Animals;1997;11;0.333;0.664;0.481;83.948;4
When I Look Into Your Eyes;Firehouse;1992;61;0.396;0.612;0.233;146.759;4
I Surrender;Rainbow;1981;56;0.49;0.86;0.215;132.673;4
Rockin' Robin-Bobby Day;Various Artists;1997;57;0.538;0.697;0.214;171.853;4
I Don't Wanna Go Down to the Basement - 2016 Remaster;Ramones;1976;37;0.233;0.813;0.164;178.959;4
Bulldozer;Machine Head;2001;40;0.342;0.962;0.124;90.893;4
Lay, Lady, Lay;Bob Dylan;1969;65;0.52;0.179;0.131;155.746;4
Thirty Days - Single Version;Chuck Berry;1962;36;0.672;0.908;0.207;116.491;4
Whistleblower;Arkells;2011;22;0.493;0.878;0.0541;91.976;4
This Wasn't Supposed to Happen;Army of Anyone;2006;16;0.563;0.479;0.0772;119.033;4
Shake Some Action;Flamin' Groovies;1976;51;0.495;0.632;0.237;137.105;4
Ground On Down;Ben Harper;1995;43;0.521;0.811;0.145;170.559;4
Star Spangled Banner - Live;Jimi Hendrix;2015;30;0.129;0.859;0.953;68.243;3
Almost Grown;Chuck Berry;1959;41;0.528;0.645;0.0441;151.403;4
Imitation Of Life;R.E.M.;2011;55;0.46;0.751;0.181;124.293;4
Crosses;Josƒ GonzÒlez;2003;56;0.666;0.37;0.102;134.631;4
If I Can Dream (from the NBC Elvis All-Star Tribute);Elvis Presley;2019;56;0.182;0.828;0.0546;187.937;3
Nothing Compares 2 U;Sinƒad O'Connor;1990;75;0.511;0.574;0.105;119.917;4
Blue Monday;Fats Domino;1959;45;0.388;0.832;0.135;151.298;3
Saints of Los Angeles;Màtley Cre;2008;51;0.495;0.907;0.102;106.984;4
Comfortably Shagged;Head Like A Hole;1999;33;0.619;0.831;0.342;140.586;4
Wow And Flutter;Stereolab;1994;33;0.478;0.751;0.13;131.511;4
Read My Mind;The Killers;2006;69;0.543;0.917;0.104;132.246;4
Break 4 Love - Rob Made Disco Edit;Raze;2020;42;0.674;0.862;0.298;123.004;4
Something to Fall Back On;Todd Rundgren;1985;12;0.706;0.942;0.126;125.384;4
Pure Morning;Placebo;1998;61;0.387;0.898;0.11;81.354;4
Never Understand;The Jesus and Mary Chain;1985;33;0.204;0.961;0.201;168.146;4
Sissyneck;Beck;1996;29;0.829;0.72;0.0549;110.024;4
Visions;Stevie Wonder;1973;51;0.478;0.2;0.104;130.466;4
Bomber;Motàrhead;1979;49;0.374;0.995;0.825;105.748;4
I'm Left, You're Right, She's Gone;Elvis Presley;1959;30;0.596;0.606;0.206;91.235;4
Too Real;Black Rebel Motorcycle Club;2001;19;0.216;0.853;0.323;151.295;4
Have A Little Faith In Me;John Hiatt;1987;55;0.446;0.41;0.122;156.274;4
Refractions in the Plastic Pulse;Stereolab;1997;31;0.511;0.37;0.29;141.966;4
Dramamine;Modest Mouse;1996;54;0.376;0.736;0.107;185.12;3
